tweet_id	query	disease	created_at	screen_name	text	description	location	timezone	user_id	coordinate	tweets_per_user	posted_by	talk_about
721103399752740865	asthma	Asthma	2016-04-15 22:30:22	fadinglester	omfg i hate asthma	ive got 99 problems and fandoms are the cause of most of them		Pacific Time (US & Canada)	4196069613	None	1	individual	himself
721123894275346432	Inhaler	Asthma	2016-04-15 23:51:48	jenniferemm	The first thing my mom said before I left was  do you have your inhaler lol yes mom	UNLV		Arizona	230632724		4	individual	himself
721127753211342852	asthma	Asthma	2016-04-16 00:07:08	NoMoreAsthma	It is not known if #asthma causes psychological problems or if psychological problems lead to asthma.	Natural Approach To Curing Asthma	London	Kyiv	2466687799	None	105	individual	himself
721129259880685568	asthma	Asthma	2016-04-16 00:13:08	Ricky_Moreno315	Haven't used a humidifier since I was a boy but work has my asthma all fucked up		CO	Pacific Time (US & Canada)	812117660	None	1	individual	himself
721135935497195520	asthma	Asthma	2016-04-16 00:39:39	TinyKyrus	I SUMMON YOU, ASTHMA ATTACK *kicks dust everywhere*	[sup im a bot] EY YO GIMME THAT PASTA UR DOING IT WRONG omgf	in a bowl of spaghetti-o	None	1198491842	None	2	individual	himself
721138200190840833	Inhaler	Asthma	2016-04-16 00:48:39	tillerdolans_	stevens snAPchaT someone get my inhaler	I talk alot.	2/2 and still screaming	Eastern Time (US & Canada)	3069966031		1	individual	himself
721142930497347584	asthma	Asthma	2016-04-16 01:07:27	JJOrtizzy	watch em grasp asthma	God 100!!! When I meet my maker He's gonna make sure that we're chillin... Everythings Good. Arizona State Alum '11 #forksup	LA/ASU	Pacific Time (US & Canada)	29068076	None	1	individual	himself
721147868363358208	asthma	Asthma	2016-04-16 01:27:04	srhkhn	i'm not even 5 minutes into asthma and i'm already in love with the cinematography	your metaphorical gin and juice	ml	Central Time (US & Canada)	180203122	None	1	individual	himself
721150483533012993	asthma	Asthma	2016-04-16 01:37:28	lilmeece03	@kristen14337 twins cause we both had asthma probs tonight haha STILL ALIVE THO	Live without pretending, Love without depending, Listen without defending, Speak without offending.	Liberty, KY	None		None	1	individual	himself
721160866947665921	asthma	Asthma	2016-04-16 02:18:43	whitely24	Hayley literally coughs every 5 seconds.... Asthma.. Ew	~bat city~ pykachoo98~		None	2179062306	None	1	individual	himself
721164632363180034	asthma	Asthma	2016-04-16 02:33:41	raginghippie	Sooooo it would be nice if I could breathe properly... #asthma #allergyseason	Lover of nature, tea, outer space & cats. Flaming mostly-lesbian. David Bowie, Freddie Mercury & Tilda Swinton enthusiast. Fan of all things fantasy.	Bog of Eternal Stench	Pacific Time (US & Canada)	492725717	None	1	individual	himself
721171742291468289	asthma	Asthma	2016-04-16 03:01:56	CjCessy	Asthma attack again and again .		National Capital Region	None		None	1	individual	himself
721185344821944321	Nebulizer	Asthma	2016-04-16 03:55:59	boltonnut	@nycki96 Yeah, my chest is really hurting but I'll be on the nebulizer soon. did u know I finally got one?	single, socialize, love people, Michael Bolton and Bee Gees are my favorite musicians, email with people, just love life.	Southern Nevada	Pacific Time (US & Canada)	64849042	None	7	individual	himself
721207492294742016	asthma	Asthma	2016-04-16 05:24:00	Kunaaaaaa	One whole night till now using aircond. And now got asthma attack. Good		Malaysia	Beijing	340843770	None	1	individual	himself
721234341624348672	Inhaler	Asthma	2016-04-16 07:10:41	biancaiwunze	y'all I've been using my inhaler ya bish still can't breathe		dtx	Central Time (US & Canada)	275360670		3	individual	himself
721253372687486976	asthma	Asthma	2016-04-16 08:26:18	MsTick68	@pegdeg I'll add ask my GP next time I'm there. I have to go for an asthma check soon.	University PGCE lecturer. Special offer Prosecco socialist. Shares a teapot with @librarypigg. Loving stepmum to Small Boy.	The Chalk	Amsterdam	23178902	None	1	individual	himself
721289808824250369	asthma	Asthma	2016-04-16 10:51:05	georgiamakai	i really want to have a sibe but parents and asthma	SHAPESHIFTER at heart	Misfit Toys Island	Beijing	635922405	None	2	individual	himself
721299139183554560	asthma	Asthma	2016-04-16 11:28:10	aireenannnnn	Asthma	90's kid  Daddy's Girl IG: @aireenannnnnn	Manila Phillipines	Alaska	263526177	None	1	individual	himself
721324955980406784	Inhaler	Asthma	2016-04-16 13:10:45	WhatWouldSosaDo	Fuck me I can't find my inhaler	Cash Ruined Everything Around Me.	Indigo Plateau	Quito	188840801		3	individual	himself
721331957079154690	Inhaler	Asthma	2016-04-16 13:38:34	cutieegrande	I can't even go to the dentist without bringing my inhaler that makes me so freaking mad		nina and steven	Pacific Time (US & Canada)	2956652258		1	individual	himself
721400526584197120	Nebulizer	Asthma	2016-04-16 18:11:03	LarkinsGregory	Is themselves momentous that straight a nebulizer forsooth be in existence fda official first him accept alter ...			Istanbul	1240572565	None	212	individual	himself
721407936363298816	Inhaler	Asthma	2016-04-16 18:40:29	AlysonFouse	Is it possible that my mailman is illiterate? Every piece of mail we got belonged to our neighbors. So, who's huffing on my inhaler?	Storyteller. World creator. Writer for hire. Word pimp. Director, too. Show Runner of #BornAgainVirgin. Accept it. https://t.co/vraHTG8bhF	U.S.A.	Arizona	293337170		1	individual	himself
721424785859686400	Inhaler	Asthma	2016-04-16 19:47:27	that_sam_girl	@jimmyfallon makes me need my inhaler						2	individual	himself
721508517979394049	Inhaler	Asthma	2016-04-17 01:20:10	hasmiakim	Where's my inhaler when I need it  universe out here wanting me to suffocate or something	feed me or else	PI		3243302208		1	individual	himself
721669717338025984	Inhaler	Asthma	2016-04-17 12:00:43	ArianaaaILYSM	May 20th is so close , i need to get ready    inhaler    cold water and a fan in case i faint   glue for my weave	you are my person		Athens	1416175412		1	individual	himself
721687399340838912	Inhaler	Asthma	2016-04-17 13:10:58	iLuvCaine	whole lotta coughing, wheezing, inhaler pumps, steroid doses and breathing treatments later .. son still ain't doing NO better	the earth is Caine's turf.		Hawaii	382962914		1	individual	himself
721721812501987328	Inhaler	Asthma	2016-04-17 15:27:43	nissabear_	Beyonce can run 3 miles while singing but I can't walk up 3 flight of stairs without wondering where my inhaler is	ugh		Eastern Time (US & Canada)	599790301		1	individual	himself
721824558919987200	Inhaler	Asthma	2016-04-17 22:16:00	jessi_kincaid	Going on a bike ride without my inhaler was a horrible idea	Throw me to the wolves and I will return leading the pack.			3029306625		1	individual	himself
721838215980683264	Inhaler	Asthma	2016-04-17 23:10:16	topsbf	i love bigbang so much I need my inhaler		he/him	Pacific Time (US & Canada)	484430916		1	individual	himself
721869573201522689	Inhaler	Asthma	2016-04-18 01:14:52	1017kasaun	I need to buy an inhaler from somebody bcs i dont feel like making a docs appt to get one  somebody look out	IG: sossasaun	Gip Capo ; Sip Bailey	Atlantic Time (Canada)	62102466		1	individual	himself
721891457884237824	Inhaler	Asthma	2016-04-18 02:41:50	ohkiggy	I had an asthma attack hiking today and I didn't have my inhaler and we were 3 miles into the trail and it was the scariest shit ever	he knows me afxvehsb :)))	la	Pacific Time (US & Canada)	2801036700		2	individual	himself
721891949117054976	Inhaler	Asthma	2016-04-18 02:43:47	WaltonPryce	RT @frankevans111: Spiriva respimat inhaler. Buy Spiriva at https://t.co/AWt6jC3aTn Trusted Internet Drugstore! Free Shipping!				4877087069		1	individual	himself
721898731122094080	Nebulizer	Asthma	2016-04-18 03:10:44	DeyBeOnANigga_	@will6foot5 I got bronchitis BAD. I use a humidifier and a nebulizer	3 the hard way. Kobe, Jay-Z & Pac raised me. RIP Mommy!	Monroe, Louisiana	America/New_York	25848834	None	1	individual	himself
721906741609299968	Inhaler	Asthma	2016-04-18 03:42:34	OnlyMeBrandi	Sammy sent me a gold inhaler on a chain and called me b-wheezy	Validation is my main bitch	TEJAS	Central Time (US & Canada)	118248342		2	individual	himself
722019397855027200	Inhaler	Asthma	2016-04-18 11:10:13	AG3photography	chemist gave me wrong inhaler so phoned surgery they said chemist says come round they'll swap it, get there, oh, we need to order that	Sometime photographer, my own  worst critic and general lazy git.	Glasgow	London	2554513952		1	individual	himself
722053271070892032	Inhaler	Asthma	2016-04-18 13:24:49	TrippyAss_	I wish my health insurance would stop playing with me I need a new inhaler and a humidifier		M.I.A		536699647		1	individual	himself
722058304772534272	Albuterol inhaler	Asthma	2016-04-18 13:44:49	Jon_PharmD	@freakonomics Should PharmDs have provider status &amp; prescriptive autonomy?  Why do I need an ER doc at 3AM for an albuterol inhaler?	Drummer.  PharmD.  Professional Bad Ass.	Nashville, TN	None	4841021325	None	1	individual	himself
722060374854336513	Inhaler	Asthma	2016-04-18 13:53:03	TuriKun	This is me with my inhaler lmao https://t.co/wiAAvbGsSJ	Asthmatic | Capricorn | Funny | Gamer | Ravenclaw Wizard | Pokemon Trainer | Duelist	San Antonio, TX	Central Time (US & Canada)	80177957		1	individual	himself
722065879358263296	Inhaler	Asthma	2016-04-18 14:14:55	Arlethe_Herrera	y'all I can't find my inhaler and I can't breathe	And so being young and dipped in folly, I fell in love with melancholy.	ATX	Eastern Time (US & Canada)	487498138		2	individual	himself
722094047855124480	Nebulizer	Asthma	2016-04-18 16:06:51	larentschonces	some1 pls call mom i need my nebulizer rn	harry is the real definition of beauty & happiness	louz aira nikka nicc elle jiah	Beijing	1580238289	None	1	individual	himself
722182074380124160	Inhaler	Asthma	2016-04-18 21:56:38	gedolantwin	@EthanDolan @GraysonDolan SOMEONE GIVE ME AN INHALER CUZ I CANT BREATHE  IM DEAD #DolanTwinsNewVideo 48	follow @/dolamtwins on insta	Texas, USA		4694429425		99	individual	himself
722182841761566720	Inhaler	Asthma	2016-04-18 21:59:41	gedolantwin	@EthanDolan @GraysonDolan SOMEONE GIVE ME AN INHALER CUZ I CANT BREATHE  IM DEAD #DolanTwinsNewVideo 81	follow @/dolamtwins on insta	Texas, USA		4694429425		99	individual	himself
722200647349579776	Nebulizer	Asthma	2016-04-18 23:10:26	justineagsalud	Nebulizer! Where are you?	I'm not your typical kind of Boy	Legazpi City, Bicol Region	None		None	1	individual	himself
722203320501321728	Inhaler	Asthma	2016-04-18 23:21:04	AndreaLebrondo	Guess who can't find their inhaler	When Trouble Comes Say Amen and When Trouble Goes Say Amen .		Quito	324685038		1	individual	himself
722229682041655297	Inhaler	Asthma	2016-04-19 01:05:49	OdiN_729	Anyways . tense moments.. I need my inhaler. #WeTheNorth	Not your typical asian girl. Toronto sports homer. imfc fan tho ! #RomanEmpire	Toronto	Eastern Time (US & Canada)	197656102		1	individual	himself
722257802316480512	Inhaler	Asthma	2016-04-19 02:57:33	uhlissuh	When you're sick as fuck and have to use an inhaler	i'm the one ya bitch like	orlando	Atlantic Time (Canada)	1337989646		2	individual	himself
722291533030903808	Inhaler	Asthma	2016-04-19 05:11:35	Ashnicole1111	@DubsLKK terrible!! So frustrating. I'm laying here coughing nonstop &amp; need to go get my inhaler since I can feel the attack coming	Baseball is my one true love!#ForTheLoveOfTheGame #CardinalNation #DubNation #MiamiHurricanes #TheU #RaiderNation #GirlsWhoLoveSports	Bay Area, CA		361915149		2	individual	himself
722302576775946240	Inhaler	Asthma	2016-04-19 05:55:28	_SidneyLynn	Puffing on an inhaler while tryna be cute is not sexy	I never cared. Fuck your feelings	Earth	Central Time (US & Canada)	260386161		2	individual	himself
722303526257315840	Inhaler	Asthma	2016-04-19 05:59:15	QueenKeniaa	Where is my inhaler when i need it	SRHS c/o 2015- College Student Instagram:keniafloress		Pacific Time (US & Canada)	563135740		1	individual	himself
722412615864041472	Peak Flow Meter	Asthma	2016-04-19 13:12:44	Jbed3	50 charge for my prescription of a peak flow meter... Come and search me house I don't own one	supporting the least successful football team since my birth in 91.	Stoke-on-Trent	London	40233572		1	individual	himself
722452614772760578	Nebulizer	Asthma	2016-04-19 15:51:40	BaileyDerrick2	Is ego memorable that an nebulizer forsooth persist fda accepted by vote one and only have superego?: fVYUc			Kuwait	1240746872	None	221	individual	himself
722489485062180864	Inhaler	Asthma	2016-04-19 18:18:11	BCpostergirl	@TravelLeisure @NatlParkService @gov  A3. Sunglasses, sunscreen, hat, inhaler, layers of clothes...#TL_Chat	Avid Traveler, Prude with an attitude		Eastern Time (US & Canada)	68304114		1	individual	himself
722505432426676224	Inhaler	Asthma	2016-04-19 19:21:33	worldofhue	sometimes i get so upset when i cry that i can't breathe anymore, i always take my inhaler	what's a bio without a personality	the emptiness you can't fill		2316150566		1	individual	himself
722505439783596034	Inhaler	Asthma	2016-04-19 19:21:35	GORESPORE	hoo boy i didnt takemy inhaler this morning and im really feeling it my lungs are screaming	im sab aND SOMETIMES I DRAW !!!  interests atm  ocs + op  otps  dofladile, bartodish, sanuso.   pixiv id  7754855	sab/cora  18  he/him	Eastern Time (US & Canada)	2222940894		1	individual	himself
722523629418754049	Inhaler	Asthma	2016-04-19 20:33:51	Brad_Attitude	Doug Funnie  where's my inhaler???	No Arianas formed against me shall prosper!		Central Time (US & Canada)	347474313		1	individual	himself
722538832109903872	Inhaler	Asthma	2016-04-19 21:34:16	_C_Drew	damn u pollen, I gotta use an inhaler for now	snapchat: yungjigga	DMV	Georgetown	146553363		1	individual	himself
722559901856305153	Nebulizer	Asthma	2016-04-19 22:57:59	LilyySweetHeart	The nebulizer got me trembling &amp; shaky		Bronx, NY	Eastern Time (US & Canada)	152304123	None	2	individual	himself
722605909352951808	Inhaler	Asthma	2016-04-20 02:00:48	emmalgrr	@CourtneyGotti i wouldve forgotten my freaking inhaler thanks for reminding	USC '20 #gococks			2160194124		1	individual	himself
722627199887478784	Inhaler	Asthma	2016-04-20 03:25:24	Lyan_King_	This third period is going to be insane. I have my inhaler ready.	Be the alpha #Blackhawks #Bears #SoxSide #Bulls #FightingIrish	Chicago, IL	Central Time (US & Canada)	57644034		1	individual	himself
722629013974298626	Nebulizer	Asthma	2016-04-20 03:32:37	TeejayDelizo	Nebulizer pleasee  JasonDyAsEmersonBML	God can only make happy endings, if it's not yet happy well it's not the end. || Jason James Dy's  ||  This Twitter Account was made for Jason Dy IG: @tjdelizo		Urumqi	2822636771	None	1	individual	himself
722635470732025856	Inhaler	Asthma	2016-04-20 03:58:16	_ZENAY23_	Omgg I was having a major panic mode looking for my inhaler while trying to gasp for air	happy hoes ain't hatin' & hatin' hoes ain't happy . @Patriots #ThunderUp	Palmview, TX	Pacific Time (US & Canada)	4634552616		2	individual	himself
722650104117768192	Inhaler	Asthma	2016-04-20 04:56:25	IRSTAEHYUN	IM A DUMBASS I BROKE MY INHALER :((((						2	individual	himself
722664701419720705	Inhaler	Asthma	2016-04-20 05:54:25	07Arrayah	currently weazing and I can't find my inhaler	snapchat// arrayah_0707 #skn			2942320219		1	individual	himself
722685745224409088	Inhaler	Asthma	2016-04-20 07:18:03	ciluom_	Omg that hike wouldve been really easy for me tho if i brought my inhaler lololollol			Pacific Time (US & Canada)	1339659888		1	individual	himself
722686978970546176	Inhaler	Asthma	2016-04-20 07:22:57	I_MPriceless	Playing a game of breathing roulette today, I forgot my inhaler  #asthmalife	I'm no good at judging the size of crowds Ted, but I'd say there's about seventeen million of them on Twitter.	Dublin, Ireland		202210944		1	individual	himself
722698190361858048	Inhaler	Asthma	2016-04-20 08:07:30	LOGIELUV	favorite part bout asthma is throwing up when I don't get to my inhaler in time SO I CAN BREATHE!!! Thanks for the help, gag reflex ;-)	always stay gracious, best revenge is your paper	hawaii	Hawaii	25592219		3	individual	himself
722731084127952896	Inhaler	Asthma	2016-04-20 10:18:12	HaydennDent	I need my inhaler so bad	Helena is my world | Oh Well | PSN(4): TrillNye69	Not Broke, Just Dent, OR	Arizona	331409553		1	individual	himself
722790614883020800	Inhaler	Asthma	2016-04-20 14:14:46	hopiee_24	Update: still haven't found my inhaler	wassssuupppp || @CoryC00k23  ||	Senior @ Lansing Catholic	Eastern Time (US & Canada)	302777346		3	individual	himself
722795718369419264	Inhaler	Asthma	2016-04-20 14:35:02	Nvturebabe	I was reaching for my inhaler in my bag when this song came on lol https://t.co/dfl94bLEHw	Too early 2000's punk rock 4 you :)	Las Vegas, NV	Pacific Time (US & Canada)	546277246		1	individual	himself
722797118331711489	Inhaler	Asthma	2016-04-20 14:40:36	DJONZZZ	I would forget my inhaler	Today you are you, that is truer than true, there is no one alive who is youer than you.	Kalamazoo  WMU	Eastern Time (US & Canada)	348109963		1	individual	himself
722938194589851648	Inhaler	Asthma	2016-04-21 00:01:11	ItsAshy	This is the first time in my life I'm using an inhaler and I feel like I'm not doing it right?	I love being problematic, hypercritical, and superficial.	New York, New York	Eastern Time (US & Canada)	36541680		1	individual	himself
722977503816482816	Inhaler	Asthma	2016-04-21 02:37:23	daronmacke	Bronchitis = antibiotics, steroids, cough medicine (the good kind), and an inhaler!  YAY!	@BreedloveGuitar endorsed artist. Half of the folky/pop duo @WeddingDayRain.		Central Time (US & Canada)	46546116		1	individual	himself
722978681929388032	Inhaler	Asthma	2016-04-21 02:42:04	_Imeldaaa	I'm not gonna smoke that much, I only have five more puffs on my inhaler @liisanelli			Pacific Time (US & Canada)	218643118		1	individual	himself
722980758864818177	Inhaler	Asthma	2016-04-21 02:50:19	Brent_R	@JamieSportsTalk So when I ran 1600 meter at district meet I should have taken my inhaler before I ran it to roid up? damn I missed out.	Love sports, great friends. Write poetry and short stories. Never limit yourself in anything & expect the best from others so they can inspire the best in you!	Dallas Fort Worth Texas	Central Time (US & Canada)	24307111		1	individual	himself
722987032906067970	Inhaler	Asthma	2016-04-21 03:15:15	SianieIxia	I'm sick and kind of can't breathe but I still leave my asthma inhaler at home daily	Lead singer of The Le Quannes, music enthusiast and stuff.			2183420274		1	individual	himself
723003578361647105	Inhaler	Asthma	2016-04-21 04:21:00	mariama_xox	i lost my inhaler and my epi pen my life is a mess	SFA'20	dtx	Eastern Time (US & Canada)	822277944		1	individual	himself
723038458235621376	Inhaler	Asthma	2016-04-21 06:39:36	FabianSusuico	Part one is done: -might need asthma inhaler for part two, -might need to uber	It's like candy! -cameo	Kapolei, HI		724006148		1	individual	himself
723056402906882049	Inhaler	Asthma	2016-04-21 07:50:54	rydellex	i found so many ellington's gifs, i'm weak, where's my inhaler	love all, trust a few, do wrong to none	loves	Warsaw	902144238		2	individual	himself
723079937004048384	Inhaler	Asthma	2016-04-21 09:24:25	steviesclark	I hate going to the doctors. Ive been waiting for an hour for her just to give me new inhaler.	@VancityReynolds : Im really glad Amy Schumer didnt win this	superbat/stevebucky	Amsterdam	524824896		2	individual	himself
723086768506060800	Inhaler	Asthma	2016-04-21 09:51:34	tayl0rblake	I need to somehow just attach my inhaler to my keys so I stop forgetting it in my weekend bag	cynical optimist||nyhc	518	Eastern Time (US & Canada)	202441658		1	individual	himself
723140438417264642	Inhaler	Asthma	2016-04-21 13:24:50	KKDAngels	penge muna inhaler please	u dont have to care; feel free to unfollow		Pacific Time (US & Canada)	2986573340		1	individual	himself
723147787232116737	Inhaler	Asthma	2016-04-21 13:54:02	TaftTowerNation	@YeyeLoversCVT inhaler pls?	Mika Aereen Marcalinas Reyes  | DLSU Lady Spiker #3	Tough	Novosibirsk	3069435882		1	individual	himself
723157191562289152	Inhaler	Asthma	2016-04-21 14:31:24	pkjenkins46	@CBSNews amazingly my insurance will pay for Viagra but NOT for my asthma rescue inhaler WTH!		Tampa, FL		503110156		1	individual	himself
723163631488094209	Inhaler	Asthma	2016-04-21 14:57:00	audlumoo	who's next to hit my inhaler. it's some dank ass stuff and you only need one puff to get you where you want to be	lohs '17 // 13. lover of cats. can't swim. loves xbox. allergic to cats. lifeguard. hates video games	flavatown	Pacific Time (US & Canada)	2865902197		1	individual	himself
723172086336872448	Inhaler	Asthma	2016-04-21 15:30:35	ultsbb	I need my inhaler https://t.co/22dOZJhs9o			London	1660524954		2	individual	himself
723172534372311040	Inhaler	Asthma	2016-04-21 15:32:22	yucajanai	uuuuu I think I misplaced my inhaler	(R-18 RT) Takane Producer. I play Waifu Simulator Online 2. All tweets aren't to be taken seriously k ///	Malaysia	Kuala Lumpur	543374784		1	individual	himself
723208121078915072	Peak Flow Meter	Asthma	2016-04-21 17:53:47	freedom2debate	@Miss__Tina I measure breathing like, blood pressure, pulse, etc. I just wish more people did that peak flow meter	Embarking on tradition of caring about posterity, my children's children &future, careful not to repeat history, understanding new Paradigms,Truths & Innovation		Eastern Time (US & Canada)	327582551		7	individual	himself
723249328031170560	Inhaler	Asthma	2016-04-21 20:37:31	AllisonnMarieee	Only going back to school for springfest with my friends. I got my inhaler &amp; pills. I'm set	ESU 17 | SC: Allisonmariee89		Quito	400878677		2	individual	himself
723293106175631360	Inhaler	Asthma	2016-04-21 23:31:29	KawaShannon	When you get excited over a new inhaler #asthmaprobs#icanbreathenow	living in MA pissing off Bruins and Pats fans. Buffalove			2461728819		1	individual	himself
723323771734487041	Nebulizer	Asthma	2016-04-22 01:33:20	CassGaff	Having my own nebulizer at home is magical	A Stream of Consciousness	Los Angeles	Pacific Time (US & Canada)	33651270	None	1	individual	himself
723339688480804865	Inhaler	Asthma	2016-04-22 02:36:35	imanimulholland	Still don't have my inhaler. I hope its impossible to have an asthma attack in your sleep	18 year old Culinary student from Cincinnati, OH	Job Corps	Pacific Time (US & Canada)	2909098274		1	individual	himself
723341444686077952	Nebulizer	Asthma	2016-04-22 02:43:34	ariangaaaaaaail	Ty nebulizer for helping me BREATHE well again	bullshit		Beijing	123731652	None	1	individual	himself
723345161690869760	asthma	Asthma	2016-04-22 02:58:20	reaven_johnson	I wanna go out in a blaze of glory not an asthma/allergy attack fuck that shit	gotta blast  \_()_/	FarmVille//Hawaii	None	2248979540	None	3	individual	himself
723348118213824513	Inhaler	Asthma	2016-04-22 03:10:05	JmwllAlvrz	purple inhaler ko :--( cutie	alfonso	dian luvin'	Arizona	2447554364		1	individual	himself
723359063736623109	asthma	Asthma	2016-04-22 03:53:34	UrGirlSaigon	I LEGIT ALMOST HAD AN ASTHMA ATTACK FROM LAUGHING SO HARD!! #QueensBirthday #Prince #RIPPrince #PrinceIsRoyalty https://t.co/2JEy6uv0nI	Ethnomusicologist, Researcher, Foodie. Former radio host & Primary school teacher. Perpetual Student. Lover of all things lovely, wanderlust & COOOKIEEES!	Turtle Island	Eastern Time (US & Canada)	394162416	None	1	individual	himself
723369004056776705	asthma	Asthma	2016-04-22 04:33:04	ThickInLovinIT	My asthma acting up can't get no type of sleep	Dont Worry About My Life Pretty Thick Smart Chocolate Girl	Washington, D.C	Quito	257121051	None	1	individual	himself
723394016725753856	asthma	Asthma	2016-04-22 06:12:28	ohimcecee	@iahsaal yeah it's just my asthma	++	probably on snapchat	None	2448281041	None	1	individual	himself
723394565411991552	asthma	Asthma	2016-04-22 06:14:39	ladayxo_	The worst part about asthma and not feeling well is trying to sleep.	KU17|9112	the bronx	None	603074491	None	1	individual	himself
723432101375172608	asthma	Asthma	2016-04-22 08:43:48	sonictardis221B	@Smallzy ugh humidity is the worst!! I went to Cairns once, and I couldn't even breathe properly, probs due to my asthma haha	multifandom (marvel, superwholock, star wars/trek, thg) Hiddleston/Cumberbatch/Pine	australia/tardis	Melbourne	381176525	None	2	individual	himself
723460265757564929	Inhaler	Asthma	2016-04-22 10:35:43	deeshebomb	I need help with this steam inhaler	NCAT||22||Sports||Lowkey||Did you shoot your shot today? Rest easy Q 6/8/13	919336	Central Time (US & Canada)	90196774		1	individual	himself
723465863857217536	Inhaler	Asthma	2016-04-22 10:57:57	katerzbabyyy	Having such a hard time breathing rn and I lost my inhaler :' -(	probably wishing I was at the beach		Pacific Time (US & Canada)	243417611		1	individual	himself
723472448730091520	asthma	Asthma	2016-04-22 11:24:07	MaliakaKenyetta	Why am I awake and having an asthma attack?	Pretty Princess Petty. Unapologetically me. boisterous. black. beautiful. #AMDA16	Nirvana, Manhattan	Pacific Time (US & Canada)	352497362	None	1	individual	himself
723472616774737920	Inhaler	Asthma	2016-04-22 11:24:47	MadeInTYEland_	I'll make sure I bring some eye drops an my inhaler	just living	missing you pop pop		2964102449		1	individual	himself
723483473957281792	asthma	Asthma	2016-04-22 12:07:56	katsmithyy87	Fab morning work-shadowing producers topped with getting a thank u gift from colleague who I helped last week suffering from asthma attack	BA History graduate from Derby Uni, who is passionate about TV & Film, aspiring to become a Production Researcher. always looking for a challenge.	England, United Kingdom	None	273971716	None	2	individual	himself
723485742664716288	asthma	Asthma	2016-04-22 12:16:57	lucii_90	Pre op done but have to go back Wednesday to see an anaesitist because I had that bout of bronchitis and asthma... https://t.co/KQS9iyo0pd	Author of Crusaders MC Series, blogger, PA to Sheila Kell, Kacey Hamford, Clarissa Wild and Kira Adams, classy biatch!	Southampton, UK	None	231955161	None	1	individual	himself
723498576249257984	asthma	Asthma	2016-04-22 13:07:57	rauhlslahey	@rauhlslahey and my asthma pump but that was obvious	twenty88 |	vft6 4|29	Eastern Time (US & Canada)	1370590274	None	3	individual	himself
723511626670964736	asthma	Asthma	2016-04-22 13:59:48	monheroes	@BissyStar do you have asthma btw? because that killed me in the winter ugh don't like this because we can't fully enjoy the nice weather!!!	kings | queens | ship planet (+uniq) | topp dogg | kiseop | clc | nct	under jaejoong's skin	Atlantic Time (Canada)	549621189	None	1	individual	himself
723620877812830208	Inhaler	Asthma	2016-04-22 21:13:56	ovolucyy	@KEEMSTAR sign my inhaler keem.	views-szn	manchester  uk	Amsterdam	1413412998		1	individual	himself
723629322670477312	Inhaler	Asthma	2016-04-22 21:47:29	one_blvck_dude	Torture is when you wake up in the middle of the night and you don't know where your inhaler is. You'll start sweating inside ac			Alaska	41731284		1	individual	himself
723662957268328449	Inhaler	Asthma	2016-04-23 00:01:08	KrispImHip	Thank God I had this other inhaler	Business with me . We out  #odu		Alaska	425465319		1	individual	himself
723692727381057537	Inhaler	Asthma	2016-04-23 01:59:26	hope_hubbard_	So my friend Vale from Chile asked me if my inhaler is another form of smoking...?  Lol				1426400544		1	individual	himself
723699783982940160	Inhaler	Asthma	2016-04-23 02:27:28	selenehikari	Realisations on a Saturday morning as I try not to wheeze to death and reach for my inhaler: 1. Hyunseung's not dead 2. Still healthy	Jang Hyun Seung, Jessica Jung Soo Yeon		Singapore	35778825		1	individual	himself
723721400322822144	Inhaler	Asthma	2016-04-23 03:53:22	iAmMissNeet	I need to find my damn inhaler, this pollen and my lungs don't like each other	Im always somewhere being GREAT...	On planet Neet {D.(M).V}	Quito	34623947		1	individual	himself
718173325688590337	Inhaler	Asthma	2016-04-07 20:27:18	alyssa_monet	Yeah cardio was definitely not a good idea and now I can't find my inhaler	U of A   happy soul  P.L.U.R  blessed		Pacific Time (US & Canada)	3252017550		1	individual	himself
718216559244800000	Inhaler	Asthma	2016-04-07 23:19:06	HollyGTommo	I have to use an inhaler before practice until my wheezing goes down WELP	make lots of noise, kiss lots of boys // 15, intersectional feminist & xc runner #EatPastaRunFasta	wisco	Central Time (US & Canada)	582399304		3	individual	himself
718365459435884544	Inhaler	Asthma	2016-04-08 09:10:46	ichorbot	screams at my shit on my inhaler	bot for @lTACHlUCHIHAS		London	253260769		9	individual	himself
718458665641111553	Inhaler	Asthma	2016-04-08 15:21:08	Averytrail	Hey. Do you have an inhaler because you got ass ma     @corriee_				3294193363		1	individual	himself
718473657614516226	Inhaler	Asthma	2016-04-08 16:20:43	ahmayzinglucy	we legit sprinted to meet them i had to take my inhaler	@MSI: YOUR WHOLE TWITTER FEED IS RTS. HARD TO INSULT SOMEONE WHO HAS NO PERSONALITY OF THEIR OWN. https://t.co/vFknSPZQt2	coolsville		2738825620		1	individual	himself
718495785218940928	Inhaler	Asthma	2016-04-08 17:48:38	Alexispatricee_	Should've brought my damn inhaler	IG: Alexispatricee | SC: A_mariee69			309841000		1	individual	himself
718589287189471232	Inhaler	Asthma	2016-04-09 00:00:11	NotSoEva	I always feel like I'm slowly killing myself when I smoke a blunt then take a huge hit of my inhaler	I can guarantee I won't / don't remember ur face , ur name, ur friend(s), ur choices & Idgaf either.	spooning matt	Arizona	586987445		1	individual	himself
