Tweet ID	Query	Disease	Created at	Screen Name	text	Description	Location	Time Zone	User ID	coordinates	tweets per user	Posted by 	Talking about	sarcasm
719925796886815000	Fibromyalgia	Fibromyalgia	2016-04-12 16:31:00	Aktaia_	@thanorodd If you don't mind my asking, have you been diagnosed with something like fibromyalgia, or is it the result of physical trauma?	Canadian - Yarn Crafter (knit and crochet), DayKnight #GymLadyKnights	Ontario, Canada	Eastern Time (US & Canada)	132673031			Individual	knows	
720503358310785000	Fibromyalgia	Fibromyalgia	2016-04-14 06:46:01	VonnieBatty	Vinnie thanks for asking he has good days &amp; bad days with his #fibromyalgia bless him.   https://t.co/AavP763p5c	My Hubby is my life, I love Reading, Cleaning, Watching Movies, Yoga, Meditation, Listening to music & spending time with the people I love. I'm a #BattyBat X	UK	London	566507639			Individual	knows	
721523855962030000	Fibromyalgia	Fibromyalgia	2016-04-17 02:21:07	abaroquebitch	.@lemm137 is there anything we can do that doesn't leave you in pain/exhausted? like he hasn't been around me &gt; 6 years #fibromyalgia	Good luck faerie. Sometimes I do weird shit & tweet about it.	Athens, GA	Eastern Time (US & Canada)	2476122583			Individual	knows	
718128527841726000	Fibromyalgia	Fibromyalgia	2016-04-07 17:29:17	altman_evan	Agree with Dr. Machanic's answer to Fibromyalgia im on cymbalta60mg no improvement yet concentration  n memory probl... - http://htap.u...	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	subject	
718146752931623000	Fibromyalgia	Fibromyalgia	2016-04-07 18:41:43	Aenima666	#Pregabalin associated with improved sleep parameters in people with #fibromyalgia, says study https://t.co/xOibLJtiWz via @ArthritisDigest	Paciente e im-paciente con #Lupus Eritematoso Sistemico, activista-ciberactivista en #salud. Autora del blog ALEA IACTA EST. De mayor quiero ser Reumatologa.	MADRID	Amsterdam	230754936			Individual	subject	
718272335531348000	Fibromyalgia	Fibromyalgia	2016-04-08 03:00:44	Ankelmacrilzac	What is Fibromyalgia? A Chronic Disorder https://t.co/08TbohMvuq		Newport News, VA	Eastern Time (US & Canada)	128298939			Individual	subject	
718414538090115000	Fibromyalgia	Fibromyalgia	2016-04-08 12:25:48	AllThat1Am	Fibromyalgia Short Burst Exercise https://t.co/PFqtVqvXYJ via @YouTube	#HolisticCoach #LifeCoach #WellnessCoach	London, England		4019608583			Individual	subject	
718464265380852000	Fibromyalgia	Fibromyalgia	2016-04-08 15:43:23	AmyBGreenfield	Had to share 2 more great stories!!!!  Check these out! Know anyone with fibromyalgia?  Check out the herbs in... https://t.co/uow92d2rK7	Loving life, turning lemons into lemonade, family, helping people reach their goals, their dreams, that's my passion!	Florida	Central Time (US & Canada)	28437225			Individual	subject	
718469368905101000	Fibromyalgia	Fibromyalgia	2016-04-08 16:03:40	AjahmedAhmed	#Fibromyalgia This is only the half of it. https://t.co/tKqesDf6lR	Love for All, Hatred for None. Retweets are not endorsements. https://t.co/VXuBVHHPVO			1664316950			Individual	subject	
718568851860890000	Fibromyalgia	Fibromyalgia	2016-04-08 22:38:59	altman_evan	Agree with Dr. Kent's answer to What ways can a sjogrens and fibromyalgia patient benefit from weed? What ways are b... - http://htap.u...	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	subject	
718756457739645000	Fibromyalgia	Fibromyalgia	2016-04-09 11:04:28	anitalmoore	@WarwickCastle  30min hike car park no shuttle service or benches en route,  not registered disabled but have arthritis/fibromyalgia #inpain	Emergency  Response Service Co-ordinator Lincolnshire, British Red Cross.			133402540			Individual	subject	
718844871868453000	Fibromyalgia	Fibromyalgia	2016-04-09 16:55:47	7thdaughter1	Why Fibromyalgia Is Neuropathic https://t.co/hE6NLHMYkZ via @clevelandclinic They say it is all in our head, Guess they are right. It is.	After he watched movie, he tried to set me on fire plan to bury me in septic Padlocks on doors no wayout	Michigan, USA	Eastern Time (US & Canada)	3145189781			Individual	subject	
718877737058976000	Fibromyalgia	Fibromyalgia	2016-04-09 19:06:23	amymccolloughev	Fibromyalgia Eye Problems | | Chronic Body Pain https://t.co/cN8PJp2ea6	LIVE  LAUGH LOVE	Cheyenne, WY	Eastern Time (US & Canada)	1390231381			Individual	subject	
719024900846043000	Fibromyalgia	Fibromyalgia	2016-04-10 04:51:09	alyhansen_	Love chronic pain  thanks for inventing things like Fibromyalgia, @god!	21, wife, secular humanist.	Birmingham, Alabama	Eastern Time (US & Canada)	1138046970			Individual	subject	
719691820456878000	Fibromyalgia	Fibromyalgia	2016-04-12 01:01:15	Angecolours	I just uploaded a new video to @YouTube: Living with fibromyalgia https://t.co/3a8biElOlH	I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression	manchester	Pacific Time (US & Canada)	75833238			Individual	subject	
719933484182159000	Fibromyalgia	Fibromyalgia	2016-04-12 17:01:33	Amanda_Mck	Its #charitytuesday so have to mention  @fmauk .Great charity that does so much to raise awareness of fibromyalgia &amp; support those with it	professional crafter. also love:Angels, wet wet wet & Ally McCoist! Also Fibromyalgia fighter & FMA UK volunteer.	Paisley,Scotland	Edinburgh	48824870			Individual	subject	
720001579210904000	Fibromyalgia	Fibromyalgia	2016-04-12 21:32:08	aliyahbrody	Super! Finding Good in the #FibroFog by @SnippetsofFaith https://t.co/ynNOztZO5r #fibromyalgia #ChronicIllness https://t.co/eua9TkbMSe	prior hider/Current Seeker. Wife to @MarriageReset & Mumsi. Always. Writer/editor/artiste in training, too. Laundress to teens. Older, bolder, better, best yet.	Montreal, Canada		2242982898			Individual	subject	
720070652435305000	Fibromyalgia	Fibromyalgia	2016-04-13 02:06:36	Aida362	This Is How Fibromyalgia Behaves https://t.co/tsS5BsOdmh	Owner/Founder of ECS a company in the Healthcare Industry also a NYC vendor/contractor. Proud mother and wife.	New York	Eastern Time (US & Canada)	348669611			Individual	subject	
720100511626699000	Fibromyalgia	Fibromyalgia	2016-04-13 04:05:15	AprilDawn351	But you don't look sick.... #fibromyalgia  #5WordBackhandedRemark	SAHM extraordinaire!	Keystone Heights, FL	Eastern Time (US & Canada)	2800670451			Individual	subject	
720125167511413000	Fibromyalgia	Fibromyalgia	2016-04-13 05:43:13	ZsaZsa1130	Pain-free clothing ideas.  #Fibromyalgia #pain #pain-free #clothing https://t.co/ejEBgMky2Y via @pinterest	This is Rachel's Twiiter page!! Everyone is welcome to come, put your feet up, grab a cup of your favorite hot coffee or tea, and visit a while. :D 3	Walker, LA	Central Time (US & Canada)	1159341944			Individual	subject	
720239509850329000	Fibromyalgia	Fibromyalgia	2016-04-13 13:17:35	aflynn33	I liked a @YouTube video https://t.co/MaW7PZ1SiF Fibromyalgia -- an Invisible Illness?	I'm a Daughter, Mom, Wife, Sister and Friend. Luv all the simple things in life ! I sell  YOUNIQUE MAKEUP PRODUCTS	Scarborough Ontario	Quito	47231437			Individual	subject	
720284322951922000	Fibromyalgia	Fibromyalgia	2016-04-13 16:15:39	VSChiropractic	#fibromyalgia symptons can be helped with #Chiropractic care, schedule your appt today. https://t.co/xLLa08xIBb https://t.co/0JlACgsEku	My goal is education, so my patients can make informed and insightful decisions about their health care	Roswell, GA		4830580019			Individual	subject	
720287603518415000	Fibromyalgia	Fibromyalgia	2016-04-13 16:28:41	AaronGBinns	New Post: 4 Ways Chiropractic Can Help Those That Suffer From Fibromyalgia https://t.co/19RzjWndEL	Chiropractor, Dad, Football Nut			567477265			Individual	subject	
720324833695949000	Fibromyalgia	Fibromyalgia	2016-04-13 18:56:37	zesty_health	Fibromyalgia relief may come from acupuncture, doctor says https://t.co/GYgO6qpS9m #health #wellness https://t.co/pTl6N4pXGu	Were constantly tweeting links to the freshest #Health newsfollow us to stay on top of everything #HealthandWellness.						Individual	subject	
720326281070584000	Fibromyalgia	Fibromyalgia	2016-04-13 19:02:23	Zoey_Wood	Fibromyalgia,  ME,  IBS results 17st 2lb down to 14st 11lb   Well done Jo jo  https://t.co/6krLgUcxaw	Mum to 3 boys.  Do you want to feel good,  look good?  Earn some extra money?   Facebook- Zoe Wood Instagram- ZOEYW09			555992142			Individual	subject	
720337061903925000	Fibromyalgia	Fibromyalgia	2016-04-13 19:45:13	AlexHelenMoore	I rarely tweet about #Fibromyalgia because every time I do, some snakeoil idiot tries to message me.	All about racing,  cars,  metal,  animals and some other stuff.   @Yorkiegrit is my 2nd account dedicated to  Motorsport	Leeds, Usually		553431603			Individual	subject	
720337694300070000	Fibromyalgia	Fibromyalgia	2016-04-13 19:47:44	AlexHelenMoore	Any awesome people with #Fibromyalgia are welcome to message me; anyone trying to sell me daft therapies or promises of a cure can gtfo x ;D	All about racing,  cars,  metal,  animals and some other stuff.   @Yorkiegrit is my 2nd account dedicated to  Motorsport	Leeds, Usually		553431603			Individual	subject	
720402435785757000	Fibromyalgia	Fibromyalgia	2016-04-14 00:04:59	amyrobsonmakeup	Life with #mecfs #cfs #MyalgicEncephalomyelitis #fibromyalgia #fibro #migraine #arthritis #awareness https://t.co/EnrPGf6OFg	Makeup artist currently based in north east England. Bridal, Occasion, photoshoot, TV & film makeup Contact: amyrobsonmakeup@gmail.com			2986425868			Individual	subject	
720517396629451000	Fibromyalgia	Fibromyalgia	2016-04-14 07:41:48	Andy_Rankine	The courts confirmed that fibromyalgia is grounds for declaring permanent disability - https://t.co/e7ldOfQWqz	Councillor for 15 yrs, Radio Broadcaster Christian & Liverpool FC, ex-pat Scouser & Anti-Tory,  Fighting for fairness & Social Justice, Likes Rugby & J.Corbyn	Skipton, North Yorkshire	London	19878371			Individual	subject	
720542089491182000	Fibromyalgia	Fibromyalgia	2016-04-14 09:19:55	87stoljartm	fibromyalgia chat group https://t.co/YwHm6g6XVl							Individual	subject	
720573112799003000	Fibromyalgia	Fibromyalgia	2016-04-14 11:23:12	AmericanRenova1	#FIBROMYALGIA warrior! #ChronicIllness An honest &amp; raw account of the battles faced by those with chronic illness  https://t.co/oqxCfNW0l5	Renovating some of the most beautiful homes all over the DFW area.	McKinney, TX		4902478570			Individual	subject	
720630887549829000	Fibromyalgia	Fibromyalgia	2016-04-14 15:12:46	altman_evan	Agree with Dr. Rosenfeld's answer to What qualifies a phd psychologist to treat fibromyalgia? - https://t.co/AIJr7Lty6u	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	subject	
720640276054860000	Fibromyalgia	Fibromyalgia	2016-04-14 15:50:05	anthony_p33	Having a rough 2 days physically. Migraines caused by fibromyalgia and sick from my boys having... https://t.co/pS2kkAoOy6	I am here to be the hands and feet of Christ. To Glorify our Heavenly Father. I am married to my best friend and have 3 amazing boys. God Bless.		Eastern Time (US & Canada)	69056329			Individual	subject	
720640711008215000	Fibromyalgia	Fibromyalgia	2016-04-14 15:51:49	altman_evan	Agree with Dr. Elliott's answer to What qualifies a phd psychologist to treat fibromyalgia? - https://t.co/AIJr7Lty6u	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	subject	
720645352634892000	Fibromyalgia	Fibromyalgia	2016-04-14 16:10:15	23inertia	3 benefits of Himalayan Pink Salt for #Fibromyalgia https://t.co/WU544Yt9d2	ecomm grad | tech writer | mum | feminist | metalhead | ale drinker | social media nut |blogger. Learning to live with fibromyalgia.  Also @femetalism.	Sheffield, UK	Amsterdam	570970086			Individual	subject	
720758157912457000	Fibromyalgia	Fibromyalgia	2016-04-14 23:38:30	Zomommey	#tytlive I think it would help if ppl knew the ramifications of antibiotic over use on our bodies-ch fatigue &amp; fibromyalgia r linked 2 it	wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members	Bumfuck nowhere		18824003			Individual	subject	
720977508527694000	Fibromyalgia	Fibromyalgia	2016-04-15 14:10:07	_HeyMisfit_	Does anyone w #fibromyalgia or #chronicfatiguesyndrome ever feel like you're being gagged? Grow up, ppl, I know what it sounds like lol	some crazy chick with her own superhero @kevytheb ...#BPD #Fibro #EYEbelieve	Where gray doesn't exist		1873289480			Individual	subject	
720985361363649000	Fibromyalgia	Fibromyalgia	2016-04-15 14:41:20	23inertia	Walking with #Fibromyalgia https://t.co/5qG26RjDl1 #spoonie #fibromyalgiaexercise https://t.co/Dpt9Bpiq7I	ecomm grad | tech writer | mum | feminist | metalhead | ale drinker | social media nut |blogger. Learning to live with fibromyalgia.  Also @femetalism.	Sheffield, UK	Amsterdam	570970086			Individual	subject	
720998664806744000	Fibromyalgia	Fibromyalgia	2016-04-15 15:34:11	AMANDAMILL77	@angelahacking Maybe a Local Fibromyalgia Support Group to you  Could Assist you in a diagnosis ?  And Maybe come with you to The Quacks :-D	Loving wife to@poppahodson, Mother to 3 Amazing & Handsome son's....xxx And Nanny to an Amazing grandaughter & Like to Raise Autism Awareness.. .;-) THAT'S ME		London	1324229395			Individual	subject	
720999400206676000	Fibromyalgia	Fibromyalgia	2016-04-15 15:37:07	AMANDAMILL77	@angelahacking  Yes  !  Go one The Internet and just Type in  Fibromyalgia Support Groups and then the Area you Live  And fingers crossed x	Loving wife to@poppahodson, Mother to 3 Amazing & Handsome son's....xxx And Nanny to an Amazing grandaughter & Like to Raise Autism Awareness.. .;-) THAT'S ME		London	1324229395			Individual	subject	
721003355896619000	Fibromyalgia	Fibromyalgia	2016-04-15 15:52:50	agaga	Overheard:  So thankful to find a product like Charlotte's Web that helps #fibromyalgia with NO side effects #WhyCW	expert cross-media marketing strategist & business leader; music, sports, family lover & entrepreneurial explorer	Boulder	Mountain Time (US & Canada)	15934898			Individual	subject	
721102253373976000	Fibromyalgia	Fibromyalgia	2016-04-15 22:25:49	anitabrinkman	Sensory overload is a common problem for women with fibromyalgie https://t.co/Jpn6VxebDv	Zelfzorgcoach/ intuitief/ no-nonsense/ moeder/ondernemer/Healthy Lifestyle Stappenplan & meditatie's gratis https://t.co/CRYrfwjVtb	Veenendaal	Amsterdam	40950381			Individual	subject	
721114131282027000	Fibromyalgia	Fibromyalgia	2016-04-15 23:13:01	arayburn3	Doing research and would like to know: What has pain taught you? #RheumatoidArthritis #fibromyalgia #chronicpain	In October 2012 I was diagnosed with Rheumatoid Arthritis, Fibro and Raynauds. My goal is to bring awareness and support to those in need. #rheumatoidarthritis	Russellville, AR		47158724			Individual	subject	
721412248510579000	Fibromyalgia	Fibromyalgia	2016-04-16 18:57:37	Aenima666	Leptin Tied to Bodily Pain, Predicts #Fibromyalgia Pain Levels, Researchers Say -  https://t.co/vWOuisbEHm via @fibronewstoday	Paciente e im-paciente con #Lupus Eritematoso Sistemico, activista-ciberactivista en #salud. Autora del blog ALEA IACTA EST. De mayor quiero ser Reumatologa.	MADRID	Amsterdam	230754936			Individual	subject	
721461672276279000	Fibromyalgia	Fibromyalgia	2016-04-16 22:14:01	3tweetiebirds	Not sure this is correct: Fibromyalgia now considered as a lifelong central nervous system disorder... https://t.co/Cmhr8Gi2Zv	3 #ME/CFS patients in one home. No test=No Treatment=No Hope Support Valid Research!	USA		252680051			Individual	subject	
721473479925629000	Fibromyalgia	Fibromyalgia	2016-04-16 23:00:56	4janders	@Fibromyalgia_b @warriorscarryon why do you people use the term ~spoonie~ when referring to Fibromyalgia?	be yourself and be kind to others			2413733521			Individual	subject	
721477198666981000	Fibromyalgia	Fibromyalgia	2016-04-16 23:15:43	aleighship	Fibromyalgia commercials make me so angry	no one could steer me right but mama tried	Carrollton, GA	Eastern Time (US & Canada)	138423925			Individual	subject	
721486799227499000	Fibromyalgia	Fibromyalgia	2016-04-16 23:53:52	23inertia	My favourite breakfast, that is also good for you! https://t.co/zBNAn5eg80 #Fibromyalgia #spoonie #fibrofood	ecomm grad | tech writer | mum | feminist | metalhead | ale drinker | social media nut |blogger. Learning to live with fibromyalgia.  Also @femetalism.	Sheffield, UK	Amsterdam	570970086			Individual	subject	
721524769963799000	Fibromyalgia	Fibromyalgia	2016-04-17 02:24:45	zzirf	The courts confirmed that fibromyalgia is grounds for declaring permanent disability - https://t.co/STDlJ5zOKh #fibro	What is the meaning of life?	Australia	Brisbane	18254443			Individual	subject	
721555989040738000	Fibromyalgia	Fibromyalgia	2016-04-17 04:28:48	AbledLife365	A really simple of what Fibromyalgia illness is like... From the mighty. https://t.co/eGEWjYn5IP	I have invisible illnesses and disabilities, too many to list. I live this Life365 days a year. This is an outlet to uplift other whom live like this. Emily Ann	Cleveland, Ohio	Eastern Time (US & Canada)	2645755854			Individual	subject	
721560595867132000	Fibromyalgia	Fibromyalgia	2016-04-17 04:47:06	AdamsonBobby	Fixing seeing that fibromyalgia, fibromyalgia disabilities, introductory study being as how constrain.: hGTayJ https://t.co/ABKUrBqQBe			Adelaide	1205794243			Individual	subject	
721594617754333000	Fibromyalgia	Fibromyalgia	2016-04-17 07:02:18	4janders	@warriorscarryon @Fibromyalgia_b thank you for the spoonie explanation	be yourself and be kind to others			2413733521			Individual	subject	
721774017279988000	Fibromyalgia	Fibromyalgia	2016-04-17 18:55:10	ApollosCreed97	Coping with #Fibromyalgia's best seller status is solid for #Pain Management! https://t.co/TBEQ6gy3t9 - See for yourself.	Apollo's Creed and Apollo's Wing were created to help dog owners through the ordeal of cancer in their beloved pet.	Colorado	Mountain Time (US & Canada)	353172269			Individual	subject	
721784507452404000	Fibromyalgia	Fibromyalgia	2016-04-17 19:36:51	Annamezz68	@titina_q thank you but there is no cure for fibromyalgia and little awareness w drs.chronicpain can't b seen.but https://t.co/uQDH3m7xJb	appriciate life,animal n nature lover,love God family friends n #F4F ers NO X FOR DRAMA! Chicago fibrofighter follow my sister @nini5115		Central Time (US & Canada)	2338706617			Individual	subject	
721828806571504000	Fibromyalgia	Fibromyalgia	2016-04-17 22:32:53	AuntyListen	Apart from last paragraph citing exercise as a good treatment. This is a pretty good description of fibromyalgia. https://t.co/KaRYU0G1VQ	Volunteer, Counselling Student, Agony Aunt to many... It's good to talk, especially over a nice cuppa and cake! M.E & Fibro, Gastroparesis, Autonomic Superhero.	North East, England	Casablanca	932435058			Individual	subject	
721838028088599000	Fibromyalgia	Fibromyalgia	2016-04-17 23:09:31	annewilko	72 Symptoms Of Fibromyalgia (you wont believe) What are yours? https://t.co/mk3Jr4swvb	Freedom & Equality for all.	southport	London	24925005			Individual	subject	
721881425830666000	Fibromyalgia	Fibromyalgia	2016-04-18 02:01:58	_sully77_	Ok I just clicked on the #fibromyalgia  hashtag and some of these are hilariously true https://t.co/9lVZsiTxEc	Muslimah first, everything else second; Primum non nocere; #Physiotherapist #cleanliving #bodysoulfood #artist #photographer @SeekersHubTO	On my exercise ball	Quito	67094940			Individual	subject	
721899368241066000	Fibromyalgia	Fibromyalgia	2016-04-18 03:13:16	angelfabulousa	So proud to run my 1st 10k race in honour of my late grandad in 1hr,21 mins 52secs  #bipolar #fibromyalgia xxx https://t.co/NHxtcQBX0j	fiancee & mother fighting bipolar & fibromyalgia.adrenaline junkie,runner,gym bunny & mountain biker	England, United Kingdom	Pacific Time (US & Canada)	3241628295			Individual	subject	
721907184699863000	Fibromyalgia	Fibromyalgia	2016-04-18 03:44:19	actionontario	The courts confirmed that fibromyalgia is grounds for declaring permanent disability https://t.co/fE0WSkc4IZ	ACTION Ontario strives to be an engaged, effective voice for Ontarians living with neuropathic and other forms of chronic pain.	Ontario, Canada	Eastern Time (US & Canada)	20776537			Individual	subject	
721943505367478000	Fibromyalgia	Fibromyalgia	2016-04-18 06:08:39	ApollosCreed97	All Kindle books can be read on MACs as well as Kindle readers... Try reading Coping with #Fibromyalgia https://t.co/5coMeO36FL #HOT	Apollo's Creed and Apollo's Wing were created to help dog owners through the ordeal of cancer in their beloved pet.	Colorado	Mountain Time (US & Canada)	353172269			Individual	subject	
722024057542042000	Fibromyalgia	Fibromyalgia	2016-04-18 11:28:44	Alt_NWO	The Cure to Fibromyalgia Your Doctor Doesnt Want You To Know https://t.co/wroWV4ZUw3	I follow the NWO and their quest for world domination and control of YOU, to expose Truth.  Also Alt news from Before It's News.	San Francisco	Pacific Time (US & Canada)	338844588			Individual	subject	
722078620185948000	Fibromyalgia	Fibromyalgia	2016-04-18 15:05:33	alymaybe	Next step: connect this to very real, stress-related physical illnesses like fibromyalgia or non-epileptic seizures. https://t.co/oH8SeCQuNf	I like talking sexuality, tech, disability, gender, and autonomy- preferably at the same time. hubs= @athertonkd dog= @stellahthedog. MA Transplant. UU #spoonie	the road. In DC 'til 5/17/16	Eastern Time (US & Canada)	15772949			Individual	subject	
722143654924722000	Fibromyalgia	Fibromyalgia	2016-04-18 19:23:58	AlexisOlerio	#Jointpain? #Fibromyalgia? #Arthritis? Old injuries!?  This is a MUST to add to your list of... https://t.co/y0smim0ykS	Fitness Professional,Wellness & Life Coach,I focus on HEALTH. CPT w/ISSA & Master Trainer in SMR. Passionate about helping YOU better YOU! #AlexisOlerioFitness	Burbank, CA	Pacific Time (US & Canada)	267891662			Individual	subject	
722179080653828000	Fibromyalgia	Fibromyalgia	2016-04-18 21:44:44	absforminute	Discover Fibromyalgia Relief With Midlothian Chiropractic Office https://t.co/BXkmmWG6G9	The Venus Factor program is designed to work with your body shape and size to produce custom guidelines that fit with your lifestyle and current fitness level	usa	Azores	2370429823			Individual	subject	
722235457514254000	Fibromyalgia	Fibromyalgia	2016-04-19 01:28:46	_CWN	@autisticfeels @lizditz @BeckyJohnson222 did it accompany  fibromyalgia or anything like that?	Brick Muffinwhistle's Chicago World News.  News no other outlet would touch without showering afterward. The leader in internet news since 1952.		Central Time (US & Canada)	54330549			Individual	subject	
722238419901002000	Fibromyalgia	Fibromyalgia	2016-04-19 01:40:32	androidvault1	I suspect that what is now fibromyalgia, started off as chronic fatigue syndrome in 1988. I was.. https://t.co/dr5oow0xLY #android				4470440319			Individual	subject	
722340979676545000	Fibromyalgia	Fibromyalgia	2016-04-19 08:28:04	aminejabiri	Learn To Discover Fibromyalgia Relief With Stockbridge GA Chiropractic Office: By Hans GerhardWith more cases ... https://t.co/eklhSL7upr	Daily tips on health,  nutrition,health & fitness,weight-loss  you build a better you!		Amsterdam	2337353420			Individual	subject	
722466572694979000	Fibromyalgia	Fibromyalgia	2016-04-19 16:47:08	alexdiez77	Fibromyalgia: Kyle J. Norton (Scholar)Health article writer and researcher; Over 10.000 artic... https://t.co/X95DAsbVzP via @kylejnorton	Lcdo.CCAFYDE Colegiado: 53896 CEO en @drtrainers. Fitness , Salud. Entrenamiento Personal y Online info@healthypersonaltraining.com		Athens	898624297			Individual	subject	
722474302138925000	Fibromyalgia	Fibromyalgia	2016-04-19 17:17:51	2commonsense	Watching a documentary called Living with Fibromyalgia.... https://t.co/IPE6dsPZWe	Fibrofighter, Writer, Paper Crafter.	Pennsylvania, USA	Pacific Time (US & Canada)	14712063			Individual	subject	
722645412272816000	Fibromyalgia	Fibromyalgia	2016-04-20 04:37:47	AdsilaMika	@AdsilaMika that is to say, . They think it's at least fibromyalgia, but suspect it's Lupus.  On and on.	Cooking, gardening, herbs, walking, picking flowers.Female,Vegetarian. ASD.Japanese,with other nationalities mixed in.Forever https://t.co/PZx7ztvZ02.	Japan	Irkutsk	2820004866			Individual	subject	
722757235785535000	Fibromyalgia	Fibromyalgia	2016-04-20 12:02:07	VSChiropractic	#Fibromyalgia; for those who suffer from it, they know it's not all in their head. https://t.co/vAnLbZ0Ltk	My goal is education, so my patients can make informed and insightful decisions about their health care	Roswell, GA		4830580019			Individual	subject	
722759079307919000	Fibromyalgia	Fibromyalgia	2016-04-20 12:09:27	AbiBuddComms	#Fibromyalgia vs. #multiplesclerosis (MS), comparing symptoms, diagnosis, and treatment https://t.co/H62ViZ7K1r	I #write a blog about #MultipleSclerosis .Part time #writer DX with #RRMS in 2008 https://t.co/RQi8ylHPya	Brighton - England	Amsterdam	1066255464			Individual	subject	
722772082359054000	Fibromyalgia	Fibromyalgia	2016-04-20 13:01:07	AdamsonBobby	Balance so that fibromyalgia, fibromyalgia disabilities, therapy from bruise.: miQPSC https://t.co/sqGIiTGgiZ			Adelaide	1205794243			Individual	subject	
722780794712932000	Fibromyalgia	Fibromyalgia	2016-04-20 13:35:44	ADayInScrubs	Scientists Discover Infant Colic Actually Baby Fibromyalgia https://t.co/AnEfTo6cFX #medhumor https://t.co/b0TCQpi66j	[Featured] 100% Awesome Medical Apparel: https://t.co/RQC5omT4id	United States	Pacific Time (US & Canada)				Individual	subject	
722834478574486000	Fibromyalgia	Fibromyalgia	2016-04-20 17:09:03	aflynn33	I liked a @YouTube video https://t.co/mnpUeE65SG I have Fibromyalgia?	I'm a Daughter, Mom, Wife, Sister and Friend. Luv all the simple things in life ! I sell  YOUNIQUE MAKEUP PRODUCTS	Scarborough Ontario	Quito	47231437			Individual	subject	
722854351287489000	Fibromyalgia	Fibromyalgia	2016-04-20 18:28:01	aflynn33	I added a video to a @YouTube playlist https://t.co/qFDtDCpSRy Fibromyalgia Breakdown (6.22.2015 - Day 197)	I'm a Daughter, Mom, Wife, Sister and Friend. Luv all the simple things in life ! I sell  YOUNIQUE MAKEUP PRODUCTS	Scarborough Ontario	Quito	47231437			Individual	subject	
738499724848796000	Fibromyalgia	Fibromyalgia	2016-06-02 22:37:09	anthonywalsh400	@heatherj750 @911well nothing as bad as fibromyalgia. Sciatica, gout. Cherries r gr8 4 the gout. I like the natural remedies but	Love my family & LFC. Dislike the Tories. #endgazasiege working class	Liverpool	None	2700519166			Individual	subject	
738625048601199000	Fibromyalgia	Fibromyalgia	2016-06-03 06:55:09	AdamsonBobby	Introductory study pro fibromyalgia, fibromyalgia disabilities, balance in furtherance of sorrowfulness.: XItMoP https://t.co/ABV7M12tSl			Adelaide	1205794243			Individual	subject	
738757332348350000	Fibromyalgia	Fibromyalgia	2016-06-03 15:40:48	zobrosky	Your host of The Fibro Fix Summit, Dr. David M. Brady, is an internationally recognized expert in fibromyalgia... https://t.co/JW3gyx3eCb	Specialized Life/Biz Transformation Coach  EFT/LOA Certified     Creator of 'Purpose & Wealth by Design' 12 wk Intensive	Northern California	Pacific Time (US & Canada)	19728267			Individual	subject	
738809027589739000	Fibromyalgia	Fibromyalgia	2016-06-03 19:06:13	voynmusic	In fibromyalgia patients, music therapy can reduce pain, depression, anxiety, and improve sleep https://t.co/t0UJs0PcYT	First Class Composer  Producer  Sound Engineer    Making Pop, Dance and Film Music  Contact: iamvoyn@gmail.com	Bulgaria	Sofia	2827923506			Individual	subject	
738853097104126000	Fibromyalgia	Fibromyalgia	2016-06-03 22:01:20	ActivMed	Doing Away with Pain: 8 #Fibromyalgia Treatments https://t.co/fLA5zZN6yv via @Healthline	Research trial offices with local area physicians.  Founded  in 1994 we have completed over 650 clinical research trials. Studying tomorrow's treatments today!	Methuen, MA / Newington NH	Central Time (US & Canada)	97031934			Individual	subject	
738862121035780000	Fibromyalgia	Fibromyalgia	2016-06-03 22:37:11	_RatchetMess	Symptoms Of Fibromyalgia That You May Not Be Aware Of And How To Control Them https://t.co/Tb8VtT8mXk	The home of all things Ratchet. Join the Revolution.		None	2773138940			Individual	subject	
738962155970531000	Fibromyalgia	Fibromyalgia	2016-06-04 05:14:41	VPonder	@NicT10 @HNXication Fibromyalgia typical woman's condition and considered a joke. Now it's believe 2b associated w trauma 1/3	Meerkat and Periscope early adopter. I know a little something about everything. Yoga does a mind and body good.	Austin, TX	Central Time (US & Canada)	18042806			Individual	subject	
738974227726897000	Fibromyalgia	Fibromyalgia	2016-06-04 06:02:40	AncientRivers	Tai Chi May Benefit Patients With Fibromyalgia https://t.co/xv3X26yqQ3	I am a shamanic practitioner and licensed acupuncturist. I provide long distance healing for people and pets, as well as ghostbusting.	Eugene, OR	Pacific Time (US & Canada)	18891396			Individual	subject	
738998330139672000	Fibromyalgia	Fibromyalgia	2016-06-04 07:38:26	arayburn3	#chronicpain #Fibromyalgia #rheumatoid #chronicillness   Tips please and thank you! https://t.co/JNvfHnpt5q	In October 2012 I was diagnosed with #RheumatoidArthritis, #Fibromyalgia and Raynauds. My goal is to bring awareness and support to those in need. #chronicpain	Russellville, AR	None	47158724			Individual	subject	
